Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
141512.0,-0.627461444664973,1.25073531772831,-0.794529442925179,-1.13108802901859,1.21104170699022,-1.68592104618713,1.90385566731424,-0.838525141515791,0.116323913757956,0.36965882090159,-0.668590652050463,-0.0397813687159633,-0.0406382113244406,0.287286100617173,-0.0775814369841736,-0.865581253110207,-0.494956826302727,-0.578371870185477,-0.218909988666735,0.0248836959521096,0.203089757825858,0.967771656318678,-0.292680143622969,0.0492724683595156,-0.327730737584061,0.0291778778867724,-0.0576269457515604,0.150531943110353,21.16,0
113046.0,2.08193447778661,-0.117492525101854,-1.48440758605716,0.191252511730869,0.0974510309385925,-0.941225741553351,0.0807142618224582,-0.222797371912308,0.941184413869975,-0.0626578446907844,-0.973338890624502,-0.374364518750207,-1.17966368763699,0.720421451999445,1.03802648281259,-0.200556433693682,-0.48732717492602,0.271515514266059,-0.167345087651144,-0.305494933928488,0.248771689845363,0.804576438743732,0.0258361062924534,0.722871631035743,0.313308343423625,-0.448706118044266,-0.0045338644507617,-0.049780143412809,1.0,0
84204.0,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.73918788004738,-2.10721929638307,-5.01584797563431,1.20586815982046,-4.38271250852199,-8.33770697381781,7.19030608944843,-9.42484446049178,-0.223292646427513,-12.8754942229841,-0.071918160688794,-6.2999613976222,-12.719207160428,-3.74017615583058,0.844059610296466,2.17270905626492,1.37693832294098,-0.792016725563067,-0.771414187530036,-0.379574271539528,0.718716522008066,1.11115125599517,1.27770725705846,0.819081152045361,512.25,1
160763.0,2.0211702869573,0.171539673653981,-1.58671430320068,0.337452438550014,0.451805515796783,-0.645531916270682,0.137839442545687,-0.145113461989848,0.104648715735441,-0.23185944985589,1.43008595883739,1.30776813237096,0.718907692075912,-0.790459939506849,-0.593775917881724,0.421863059756805,0.246683762987843,0.0316432637322245,0.266861672088008,-0.103246802840418,-0.292255565793765,-0.733985462919507,0.342021092801071,0.690896144112081,-0.286771204541481,0.140081271443488,-0.0610565815364587,-0.0372231980311905,0.89,0
18994.0,0.898614274555906,0.0338961928217827,-0.0832970050956021,1.25632616930286,0.554091347766426,0.702342332742405,0.155668231625311,0.196359735713541,1.16075853070591,-0.518258784764837,1.60634195106108,-2.52549252463935,0.16604677391442,2.42801187132929,1.16978778849113,-1.53234065001431,1.82223449304873,-1.96337314823919,-2.14918476797647,-0.252496771398726,0.0315107779491862,0.278743282855173,-0.0273367871876948,-0.708803342555397,0.393031704787292,-0.231544652581981,0.0116329946469164,0.0055791010722317,89.99,0
128609.0,-1.23753841183736,3.37986980151385,-1.73746200986497,4.53000609682334,0.5176396148513,0.0274929155735238,0.0691709509276674,0.767088184736464,-1.28021333099173,2.30058097893494,1.15926655168122,-0.0780140672290676,0.276016014179483,-2.33489053342957,-0.0576206633886178,0.97376857681167,2.13754070894203,1.35830591793643,1.01682059798018,0.801526054647675,-0.475328504789905,-0.979114055222718,0.257668866969294,-0.651070749133649,-0.431011433857687,0.0350129785862467,0.28431014968247,0.022538474191077,2.27,0
124685.0,1.96323086843214,-1.13643105685537,-0.0863854839218477,-1.5862714105834,-1.3415260532669,-0.031881846061562,-1.42589803282228,0.36920256495616,2.65870506104011,-0.788094542821684,0.744920005468959,0.560001059487459,-1.51347999674405,0.136776129373001,1.17212046795702,0.245176513545743,-0.625079301671993,1.23593015899233,0.583702282255015,-0.240036997954084,0.279918753161714,0.951342770023459,0.228819836964567,0.704239410123256,-0.422620799521577,-0.224218061817564,0.0535771546916544,-0.0356060574713768,9.99,0
62731.0,-0.377579431958599,0.981350798114768,0.919866209067282,-0.301119780198347,0.689779643542363,0.296676351474556,0.497866360871464,0.277346396654575,-0.575317537330102,-0.380986780526359,0.907651474236417,0.327782425120188,0.0117789533295877,-0.224987048489463,0.526064432693247,0.546142093305593,-0.269736503720552,0.210024976127974,0.167232888588141,0.117485594459043,-0.241321180354081,-0.635269433241728,-0.0974726888522365,-0.902359175690542,-0.152099312135278,0.138297904411703,0.255261552602956,0.0759447996959753,4.49,0
77064.0,0.44506675573307,-1.10422887749768,0.398425921744264,1.58144460129228,-1.12543906802659,-0.510577592608469,0.223956014347404,-0.127393764219507,0.348462583540594,-0.119688935167779,-0.594163347666949,-0.274648023510576,-0.654603228264369,0.374570344839098,1.34627022244514,0.523436062019576,-0.549183633742223,0.411906171965298,-0.758791187517623,0.616434968307163,0.386521811678223,0.238126845274901,-0.434047037743649,0.383651015254364,0.377323780896317,-0.290142113267844,-0.0369508124349401,0.097395561202135,397.63,0
120307.0,2.13172850866795,-1.69799083883406,-0.362026359196967,-1.64135236707311,-1.58924571481718,0.0702493712828544,-1.63742599120464,0.166082582418235,-1.06840741264091,1.66017037015848,0.694481143844459,-0.267078776514627,-0.0083891176119636,-0.387464721118122,-0.437931979326898,-0.0005787706765371,0.167722004350934,0.471351995975385,-0.004084837156214,-0.345080735185779,-0.249772113421755,-0.405266683621934,0.43540245654861,0.632863719592006,-0.656204123858019,-0.466259275582631,0.0296680641689479,-0.0304589789492915,55.0,0
